name,gender,age,class,embarked,country,ticketno,fare,survived,pclass,crew
"Wittevrongel, Mr. Camilius Aloysius",male,36,3rd,S,Belgium,345771,9.1,0,3,
"Woodward, Mr. John Wesley",male,32,2nd,S,England,250654,,0,2,
"Woolner, Mr. Hugh",male,46,1st,S,England,19947,35.1,1,1,
"Wright, Miss. Marion",female,26,2nd,S,England,220844,13.1,1,2,
"Wright, Mr. George",male,62,1st,S,Canada,113807,26.11,0,1,
"Yasbeck, Mr. Antoni",male,27,3rd,C,Lebanon,2659,14.0901,0,3,
"Yazbeck, Mrs. Selini",female,15,3rd,C,Lebanon,2659,14.0901,1,3,
"Young, Miss. Marie Grice",female,36,1st,C,United States,17760,135.1208,1,1,
"Yousseff (Abi Saab), Mr. Gerios",male,26,3rd,C,Lebanon,2685,7.0406,0,3,
"Youssiff (Sam'aan), Mr. Gerios",male,45,3rd,C,Lebanon,2628,7.0407,0,3,
"Yūsuf, Mrs. Kātrīn",female,23,3rd,C,Lebanon,2668,22.0702,1,3,
"Yvois, Miss. Henriette",female,24,2nd,S,France,248747,13,0,2,
"Zakarian, Mr. Mapriededer",male,22,3rd,C,Turkey,2656,7.0406,0,3,
"Zakarian, Mr. Ortin",male,27,3rd,C,Turkey,2670,7.0406,0,3,
"Zenni, Mr. Philip",male,25,3rd,C,Lebanon,2620,7.0406,1,3,
"Zimmermann, Mr. Leo",male,29,3rd,S,Germany,315082,7.1706,0,3,
"Abbott, Mr. Ernest Owen",male,21,victualling crew,S,England,,,0,,victualling crew
"Abrams, Mr. William Thomas",male,34,engineering crew,S,England,,,0,,engineering crew
"Adams, Mr. Robert John",male,26,engineering crew,S,England,,,0,,engineering crew
"Ahier, Mr. Percy Snowden",male,20,victualling crew,S,Channel Islands,,,0,,victualling crew
"Akerman, Mr. Albert Edward",male,31,victualling crew,S,England,,,0,,victualling crew
"Akerman, Mr. Joseph Francis",male,37,victualling crew,S,England,,,0,,victualling crew
"Allaria, Sig. Battista Antonio",male,22,restaurant staff,S,England,,,0,,restaurant staff
"Allen, Mr. Ernest Frederick",male,24,engineering crew,S,England,,,1,,engineering crew
"Allen, Mr. Frederick",male,17,victualling crew,S,England,,,0,,victualling crew
"Allen, Mr. George",male,26,victualling crew,S,England,,,0,,victualling crew
"Allen, Mr. Henry",male,30,engineering crew,S,England,,,0,,engineering crew
"Allen, Mr. Robert Spencer",male,36,victualling crew,S,England,,,0,,victualling crew
"Allsop, Mr. Alfred Samuel",male,36,engineering crew,B,England,,,0,,engineering crew
"Allsop, Mr. Frank Richard",male,41,victualling crew,B,England,,,0,,victualling crew
"Anderson, Mr. James",male,40,deck crew,S,England,,,1,,deck crew
"Anderson, Mr. Walter Yuill",male,48,victualling crew,S,England,,,0,,victualling crew
"Andrews, Mr. Charles Edward",male,19,victualling crew,S,England,,,1,,victualling crew
"Archer, Mr. Ernest Edward",male,35,deck crew,S,England,,,1,,deck crew
"Ashcroft, Mr. Austin Aloysius",male,26,victualling crew,S,England,,,0,,victualling crew
"Ashe, Mr. Henry Wellesley",male,41,victualling crew,S,Ireland,,,0,,victualling crew
"Aspeslagh, Mr. Georges",male,26,restaurant staff,S,England,,,0,,restaurant staff
"Avery, Mr. James Albert",male,21,engineering crew,S,England,,,1,,engineering crew
"Ayling, Mr. Edwin George",male,23,victualling crew,S,England,,,0,,victualling crew
"Back, Mr. Charles Frederick",male,37,victualling crew,B,England,,,0,,victualling crew
"Baggott, Mr. Allen Marden",male,28,victualling crew,S,England,,,1,,victualling crew
"Bagley, Mr. Edward Henry",male,33,victualling crew,S,England,,,0,,victualling crew
"Bailey, Mr. George Francis",male,36,victualling crew,B,England,,,0,,victualling crew
"Bailey, Mr. George Frank",male,46,engineering crew,S,Wales,,,0,,engineering crew
"Bailey, Mr. Henry Joseph",male,46,deck crew,S,England,,,1,,deck crew
"Baines, Mr. Richard",male,24,engineering crew,S,England,,,0,,engineering crew
"Ball, Mr. Percy",male,19,victualling crew,S,England,,,1,,victualling crew
"Banfi, Sig. Ugo",male,24,restaurant staff,S,England,,,0,,restaurant staff
"Bannon, Mr. John Joseph",male,34,engineering crew,S,England,,,0,,engineering crew
"Barker, Mr. Albert Vale",male,19,victualling crew,S,England,,,0,,victualling crew
"Barker, Mr. Ernest Thomas",male,41,victualling crew,S,England,,,0,,victualling crew
"Barker, Mr. Reginald Lomond",male,42,victualling crew,B,England,,,0,,victualling crew
"Barlow, Mr. Charles",male,30,engineering crew,S,England,,,0,,engineering crew
"Barlow, Mr. George",male,36,victualling crew,S,England,,,0,,victualling crew
"Barnes, Mr. Charles",male,29,engineering crew,S,England,,,0,,engineering crew
"Barnes, Mr. Frederick Charles",male,40,victualling crew,S,England,,,0,,victualling crew
"Barnes, Mr. John",male,40,engineering crew,S,England,,,0,,engineering crew
"Barratt, Mr. Arthur",male,16,victualling crew,S,England,,,0,,victualling crew
"Barrett, Mr. Frederick",male,28,engineering crew,S,England,,,1,,engineering crew
"Barrett, Mr. Frederick William",male,33,engineering crew,S,England,,,0,,engineering crew
"Barringer, Mr. Arthur William",male,34,victualling crew,B,England,,,0,,victualling crew
"Barrow, Mr. Charles Henry John Barrow",male,36,victualling crew,S,England,,,0,,victualling crew
"Barrows, Mr. William",male,32,victualling crew,S,England,,,0,,victualling crew
"Barton, Mr. Sidney John",male,26,victualling crew,S,England,,,0,,victualling crew
"Basilico, Sig. Giovanni",male,27,restaurant staff,S,England,,,0,,restaurant staff
"Baxter, Mr. Harry Ross",male,53,victualling crew,S,England,,,0,,victualling crew
"Baxter, Mr. Thomas Ferguson",male,55,victualling crew,S,Scotland,,,0,,victualling crew
"Bazzi, Sig. Narciso",male,33,restaurant staff,S,England,,,0,,restaurant staff
"Beattie, Mr. Joseph",male,35,engineering crew,B,Northern Ireland,,,0,,engineering crew
"Beauchamp, Mr. George William",male,24,engineering crew,S,England,,,1,,engineering crew
"Bedford, Mr. William Barnett",male,31,victualling crew,S,England,,,0,,victualling crew
"Beedem, Mr. George Arthur",male,35,victualling crew,S,England,,,0,,victualling crew
"Beere, Mr. William",male,19,victualling crew,S,England,,,0,,victualling crew
"Bell, Mr. Joseph",male,51,engineering crew,B,England,,,0,,engineering crew
"Bendell, Mr. Frank",male,24,engineering crew,S,England,,,0,,engineering crew
"Benham, Mr. Fred John",male,30,victualling crew,S,England,,,0,,victualling crew
"Bennett, Mr. George Alfred",male,30,engineering crew,S,England,,,0,,engineering crew
"Bennett, Mrs. Mabel",female,33,victualling crew,S,England,,,1,,victualling crew
"Benville, Mr. Edward",male,47,engineering crew,S,England,,,0,,engineering crew
"Bernardi, Sig. Battista",male,22,restaurant staff,S,England,,,0,,restaurant staff
"Bessant, Mr. Edward",male,31,victualling crew,S,England,,,0,,victualling crew
"Bessant, Mr. William Edward Lowe",male,39,engineering crew,S,England,,,0,,engineering crew
"Best, Mr. Edwin Alfred",male,40,victualling crew,B,England,,,0,,victualling crew
"Beux, Mr. David",male,26,restaurant staff,S,England,,,0,,restaurant staff
"Bevis, Mr. Joseph Henry",male,22,engineering crew,S,England,,,0,,engineering crew
"Biddlecombe, Mr. Reginald Charles",male,31,engineering crew,S,England,,,0,,engineering crew
"Bietrix, Mr. George Baptiste",male,28,restaurant staff,S,England,,,0,,restaurant staff
"Biggs, Mr. Edward Charles",male,20,engineering crew,S,England,,,0,,engineering crew
"Billows, Mr. James",male,20,engineering crew,S,England,,,0,,engineering crew
"Binstead, Mr. Walter William",male,20,engineering crew,S,England,,,1,,engineering crew
"Bishop, Mr. Walter Alexander",male,34,victualling crew,B,England,,,0,,victualling crew
"Blackman, Mr. Albert Edward",male,23,engineering crew,S,England,,,0,,engineering crew
"Black, Mr. Alexander",male,28,engineering crew,S,England,,,0,,engineering crew
"Black, Mr. D.",male,41,engineering crew,S,England,,,0,,engineering crew
"Blake, Mr. Percival Albert",male,23,engineering crew,S,England,,,1,,engineering crew
"Blake, Mr. Seaton",male,26,engineering crew,B,England,,,0,,engineering crew
"Blake, Mr. Thomas Henry",male,37,engineering crew,S,England,,,0,,engineering crew
"Blaney, Mr. James",male,32,engineering crew,S,Northern Ireland,,,0,,engineering crew
"Blann, Mr. Eustace Horatius",male,22,engineering crew,S,England,,,0,,engineering crew
"Bliss, Mrs. Emma",female,45,victualling crew,S,Switzerland,,,1,,victualling crew
"Blumet, Mr. Jean Baptiste",male,26,restaurant staff,S,England,,,0,,restaurant staff
"Bochatay, Mr. Alexis Joseph",male,30,victualling crew,S,England,,,0,,victualling crew
"Bochet, Mr. Pierre Giuseppe",male,43,restaurant staff,S,England,,,0,,restaurant staff
"Bogie, Mr. Norman Leslie",male,59,victualling crew,S,Scotland,,,0,,victualling crew
"Bolhuis, Mr. Hendrik",male,27,restaurant staff,S,England,,,0,,restaurant staff
"Bond, Mr. William John",male,40,victualling crew,B,England,,,0,,victualling crew
"Boothby, Mr. Walter Thomas",male,38,victualling crew,S,England,,,0,,victualling crew
"Boston, Mr. William John",male,33,victualling crew,B,England,,,0,,victualling crew
"Bott, Mr. William Thomas",male,46,engineering crew,S,England,,,0,,engineering crew
"Boughton, Mr. Bernard John",male,24,victualling crew,S,England,,,0,,victualling crew
"Bowker, Miss. Ruth Harwood",female,31,restaurant staff,S,England,,,1,,restaurant staff
"Boxhall, Mr. Joseph Groves",male,28,deck crew,B,England,,,1,,deck crew
"Boyd, Mr. John",male,37,victualling crew,S,England,,,0,,victualling crew
"Boyes, Mr. John Henry",male,36,victualling crew,B,England,,,0,,victualling crew
"Bradley, Mr. Patrick Joseph",male,39,engineering crew,S,England,,,0,,engineering crew
"Bradley, Mr. T.",male,29,deck crew,S,England,,,0,,deck crew
"Bradshaw, Mr. John Albert Perkin",male,43,victualling crew,S,England,,,0,,victualling crew
"Brewer, Mr. Harry",male,30,engineering crew,S,England,,,0,,engineering crew
"Brewster, Mr. George Henry",male,52,victualling crew,B,England,,,0,,victualling crew
"Briant, Mr. Albert",male,34,engineering crew,S,England,,,0,,engineering crew
"Brice, Mr. Walter Thomas",male,43,deck crew,S,England,,,1,,deck crew
"Bride, Mr. Harold Sydney",male,22,victualling crew,B,England,,,1,,victualling crew
"Bright, Mr. Arthur John",male,42,deck crew,B,England,,,1,,deck crew
"Bristow, Mr. Harry",male,38,victualling crew,S,,,,0,,victualling crew
"Bristow, Mr. Robert Charles",male,31,victualling crew,S,England,,,0,,victualling crew
"Brookman, Mr. John Cress",male,28,victualling crew,S,England,,,0,,victualling crew
"Brooks, Mr. J.",male,25,engineering crew,S,England,,,0,,engineering crew
"Broome, Mr. Athol Frederick",male,31,victualling crew,S,England,,,0,,victualling crew
"Broom, Mr. Herbert George",male,33,victualling crew,B,England,,,0,,victualling crew
"Brown, Mr. Edward",male,34,victualling crew,B,Wales,,,1,,victualling crew
"Brown, Mr. John",male,28,engineering crew,S,Wales,,,0,,engineering crew
"Brown, Mr. Joseph James",male,25,engineering crew,S,England,,,0,,engineering crew
"Brown, Mr. Walter James",male,41,victualling crew,B,England,,,0,,victualling crew
"Buckley, Mr. H. E.",male,34,victualling crew,S,England,,,0,,victualling crew
"Buley, Mr. Edward John",male,26,deck crew,S,England,,,1,,deck crew
"Bulley, Mr. Henry Ashburnham",male,22,victualling crew,S,England,,,0,,victualling crew
"Bull, Mr. Walter Edward",male,37,victualling crew,S,England,,,0,,victualling crew
"Bunnell, Mr. Wilfred James",male,21,victualling crew,B,England,,,0,,victualling crew
"Burgess, Mr. Charles",male,18,victualling crew,S,England,,,1,,victualling crew
"Burke, Mr. Richard Edward",male,30,victualling crew,B,England,,,0,,victualling crew
"Burke, Mr. William",male,31,victualling crew,B,Ireland,,,1,,victualling crew
"Burrage, Mr. Arthur Victor Edwards",male,20,victualling crew,S,England,,,1,,victualling crew
"Burr, Mr. Ewart Sydenham",male,29,victualling crew,S,England,,,0,,victualling crew
"Burroughs, Mr. Arthur Peckham",male,35,engineering crew,S,England,,,0,,engineering crew
"Burton, Mr. Edward John",male,35,engineering crew,S,England,,,0,,engineering crew
"Butterworth, Mr. John",male,23,victualling crew,S,England,,,0,,victualling crew
"Butt, Mr. Robert Henry",male,22,victualling crew,S,England,,,0,,victualling crew
"Butt, Mr. William John",male,31,engineering crew,S,England,,,0,,engineering crew
"Byrne, Mr. James Edward",male,45,victualling crew,S,England,,,0,,victualling crew
"Calderwood, Mr. Hugh",male,30,engineering crew,B,Northern Ireland,,,0,,engineering crew
"Campbell, Mr. Donald S.",male,25,victualling crew,S,Australia,,,0,,victualling crew
"Canner, Mr. John",male,40,engineering crew,S,England,,,0,,engineering crew
"Carney, Mr. William",male,31,victualling crew,S,England,,,0,,victualling crew
"Carr, Mr. Richard Stephen",male,27,engineering crew,S,England,,,0,,engineering crew
"Carter (Ball), Mr. James (W.)",male,46,engineering crew,S,England,,,0,,engineering crew
"Cartwright, Mr. James Edward",male,33,victualling crew,B,England,,,0,,victualling crew
"Casali, Sig. Giulio",male,32,restaurant staff,S,Italy,,,0,,restaurant staff
"Casey, Mr. Thomas",male,44,engineering crew,S,England,,,0,,engineering crew
"Casswill, Mr. Charles",male,34,victualling crew,S,England,,,0,,victualling crew
"Castleman, Mr. Edward",male,37,engineering crew,S,England,,,0,,engineering crew
"Caton, Miss. Annie",female,33,victualling crew,S,England,,,1,,victualling crew
"Caunt, Mr. William Ewart",male,28,victualling crew,S,England,,,0,,victualling crew
"Cavell, Mr. George Henry",male,22,engineering crew,S,England,,,1,,engineering crew
"Cave, Mr. Herbert",male,39,victualling crew,B,England,,,0,,victualling crew
"Cecil, Mr. Charles Thomas",male,21,victualling crew,S,England,,,0,,victualling crew
"Chaboisson, Mr. Adrien Finnin",male,25,restaurant staff,S,England,,,0,,restaurant staff
"Chapman, Mr. Joseph Charles",male,32,victualling crew,S,England,,,1,,victualling crew
"Charman, Mr. John James",male,25,victualling crew,S,England,,,0,,victualling crew
"Cherrett, Mr. William Victor",male,25,engineering crew,S,England,,,0,,engineering crew
"Cheverton, Mr. William Frederick",male,28,victualling crew,B,England,,,0,,victualling crew
"Chisnall, Mr. George Alexander",male,37,engineering crew,B,England,,,0,,engineering crew
"Chitty, Mr. Archibald George",male,29,victualling crew,S,England,,,0,,victualling crew
"Chitty, Mr. George Henry",male,50,victualling crew,S,England,,,0,,victualling crew
"Chorley, Mr. John Henry",male,25,engineering crew,S,England,,,0,,engineering crew
"Christmas, Mr. Herbert Harry",male,34,victualling crew,S,England,,,0,,victualling crew
"Clark, Mr. William",male,40,engineering crew,S,Ireland,,,1,,engineering crew
"Clench, Mr. Frederick Charles",male,33,deck crew,S,England,,,1,,deck crew
"Clench, Mr. George James",male,31,deck crew,S,England,,,0,,deck crew
"Coe, Mr. Harry",male,22,engineering crew,S,England,,,0,,engineering crew
"Coleman, Mr. Albert Edward",male,29,victualling crew,S,England,,,0,,victualling crew
"Coleman, Mr. John",male,58,engineering crew,B,Ireland,,,0,,engineering crew
"Colgan, Mr. E. Joseph",male,33,victualling crew,S,England,,,1,,victualling crew
"Collins, Mr. John",male,17,victualling crew,S,Northern Ireland,,,1,,victualling crew
"Collins, Mr. John",male,38,engineering crew,S,England,,,1,,engineering crew
"Combes, Mr. George",male,34,engineering crew,S,England,,,1,,engineering crew
"Conway, Mr. Percy Walter",male,25,victualling crew,B,England,,,0,,victualling crew
"Cook, Mr. Gilbert William",male,32,victualling crew,S,England,,,0,,victualling crew
"Coombs, Mr. Charles Augustus",male,45,victualling crew,S,England,,,0,,victualling crew
"Cooper, Mr. Harry",male,26,engineering crew,S,England,,,0,,engineering crew
"Cooper, Mr. James Edward",male,26,engineering crew,S,England,,,0,,engineering crew
"Copperthwaite, Mr. Albert Harry",male,28,engineering crew,S,England,,,0,,engineering crew
"Corben, Mr. Ernest Theodore",male,27,victualling crew,S,England,,,0,,victualling crew
"Corcoran, Mr. Dennis",male,33,engineering crew,S,England,,,0,,engineering crew
"Cornaire, Mr. Marcel Raymond André",male,19,restaurant staff,S,England,,,0,,restaurant staff
"Cotton, Mr. Alfred",male,36,engineering crew,S,England,,,0,,engineering crew
"Couch, Mr. Frank",male,28,deck crew,S,England,,,0,,deck crew
"Couch, Mr. Joseph Henry",male,49,engineering crew,S,England,,,0,,engineering crew
"Couper, Mr. Robert Frederick William",male,30,engineering crew,S,England,,,1,,engineering crew
"Coutin, Mr. Auguste Louis",male,28,restaurant staff,S,France,,,0,,restaurant staff
"Cox, Mr. William Denton",male,30,victualling crew,S,England,,,0,,victualling crew
"Coy, Mr. Francis Ernest George",male,27,engineering crew,B,England,,,0,,engineering crew
"Crabb, Mr. Henry James",male,23,engineering crew,S,England,,,0,,engineering crew
"Crafter, Mr. Frederick Horace",male,20,victualling crew,S,England,,,1,,victualling crew
"Crawford, Mr. Alfred George",male,43,victualling crew,B,England,,,1,,victualling crew
"Creese, Mr. Henry Philip",male,45,engineering crew,B,England,,,0,,engineering crew
"Crimmins, Mr. James",male,21,engineering crew,S,England,,,1,,engineering crew
"Crispin, Mr. William",male,33,victualling crew,S,England,,,0,,victualling crew
"Crisp, Mr. Albert Hector",male,39,victualling crew,B,England,,,0,,victualling crew
"Crosbie, Mr. John Borthwick",male,45,victualling crew,S,England,,,0,,victualling crew
"Cross, Mr. William Alfred",male,44,engineering crew,S,England,,,0,,engineering crew
"Crovella, Sig. Luigi",male,17,restaurant staff,S,England,,,0,,restaurant staff
"Crowe, Mr. George Frederick",male,30,victualling crew,S,England,,,1,,victualling crew
"Crumplin, Mr. Charles George Chandler",male,35,victualling crew,B,England,,,0,,victualling crew
"Cullen, Mr. Charles James",male,49,victualling crew,B,England,,,1,,victualling crew
"Cunningham, Mr. Andrew Orr",male,38,victualling crew,B,Scotland,,,1,,victualling crew
"Cunningham, Mr. Bernard",male,35,engineering crew,S,England,,,0,,engineering crew
"Curtis, Mr. Arthur",male,26,engineering crew,S,England,,,0,,engineering crew
"Daniels, Mr. Sidney Edward",male,18,victualling crew,S,England,,,1,,victualling crew
"Dashwood, Mr. William George",male,18,victualling crew,S,England,,,0,,victualling crew
"Davies, Mr. Gordon Raleigh",male,32,victualling crew,B,England,,,0,,victualling crew
"Davies, Mr. Robert J.",male,26,victualling crew,B,Wales,,,0,,victualling crew
"Davies, Mr. Thomas",male,33,engineering crew,S,England,,,0,,engineering crew
"Davis, Mr. John",male,29,victualling crew,B,England,,,0,,victualling crew
"Davis, Mr. Stephen James",male,39,deck crew,S,England,,,0,,deck crew
"Dawson, Mr. Joseph",male,23,engineering crew,S,England,,,0,,engineering crew
"Dean, Mr. George H.",male,19,victualling crew,S,England,,,0,,victualling crew
"Debreucq, Mr. Maurice Emile Victor",male,18,restaurant staff,S,England,,,0,,restaurant staff
"Deeble, Mr. Alfred Arnold",male,35,victualling crew,B,England,,,0,,victualling crew
"De Marsico, Sig. Govanni",male,20,restaurant staff,S,England,,,0,,restaurant staff
"Derrett, Mr. Arthur Henry",male,29,victualling crew,B,England,,,0,,victualling crew
"Deslandes, Mr. Percival Stainer",male,38,victualling crew,S,England,,,0,,victualling crew
"Desvernine, Mr. Louis Gabriel",male,20,restaurant staff,S,England,,,0,,restaurant staff
"Diaper, Mr. John Joseph",male,27,engineering crew,S,England,,,1,,engineering crew
"Dickson, Mr. William",male,37,engineering crew,S,England,,,0,,engineering crew
"Dilley, Mr. John",male,30,engineering crew,S,England,,,1,,engineering crew
"Dillon, Mr. Thomas Patrick",male,34,engineering crew,S,England,,,1,,engineering crew
"Dinenage, Mr. James Richard",male,49,victualling crew,S,England,,,0,,victualling crew
"Dodd, Mr. Edward Charles",male,39,engineering crew,B,England,,,0,,engineering crew
"Dodd, Mr. George Charles",male,44,victualling crew,B,England,,,0,,victualling crew
"Dodds, Mr. Henry Watson",male,27,engineering crew,S,Guyana,,,0,,engineering crew
"Doel, Mr. Frederick",male,22,engineering crew,S,England,,,1,,engineering crew
"Dolby, Mr. Joseph",male,39,victualling crew,B,England,,,0,,victualling crew
"Donati, Sig. Italo Francesco",male,17,restaurant staff,S,Italy,,,0,,restaurant staff
"Donoghue, Mr. Frank (?Thomas)",male,35,victualling crew,B,England,,,0,,victualling crew
"Dore, Mr. Albert James",male,23,engineering crew,S,England,,,1,,engineering crew
"Dornier, Mr. Louis Auguste",male,20,restaurant staff,S,England,,,0,,restaurant staff
"Doughty, Mr. Walter Thomas",male,22,victualling crew,S,England,,,0,,victualling crew
"Doyle, Mr. Laurence",male,27,engineering crew,S,England,,,0,,engineering crew
"Duffy, Mr. William Luke",male,36,engineering crew,B,Ireland,,,0,,engineering crew
"Dunford, Mr. William",male,48,victualling crew,S,England,,,0,,victualling crew
"Durnil, Mr. James",male,38,engineering crew,S,England,,,0,,engineering crew
"Dyer, Mr. Henry Ryland",male,24,engineering crew,B,India,,,0,,engineering crew
"Dyer, Mr. William Henry",male,33,victualling crew,S,England,,,0,,victualling crew
"Dymond, Mr. Frank",male,41,engineering crew,S,England,,,1,,engineering crew
"Eagle, Mr. Alfred James",male,22,engineering crew,S,England,,,0,,engineering crew
"Eastman, Mr. Charles",male,44,engineering crew,S,England,,,0,,engineering crew
"Edbrooke, Mr. Francis Samuel Jacob",male,23,victualling crew,S,England,,,0,,victualling crew
"Ede, Mr. George Bulkeley",male,23,victualling crew,S,England,,,0,,victualling crew
"Edge, Mr. Frederick William",male,39,victualling crew,S,England,,,0,,victualling crew
"Edwards, Mr. Charles Essex",male,39,victualling crew,S,Wales,,,0,,victualling crew
"Egg, Mr. William Henry",male,48,victualling crew,S,England,,,0,,victualling crew
"Elliott, Mr. Everett Edward",male,23,engineering crew,S,England,,,0,,engineering crew
"Ellis, Mr. John Bertie",male,29,victualling crew,S,England,,,1,,victualling crew
"Ennis, Mr. Walter",male,34,victualling crew,S,England,,,0,,victualling crew
"Ervine, Mr. Albert George",male,18,engineering crew,B,Northern Ireland,,,0,,engineering crew
"Etches, Mr. Henry Samuel",male,43,victualling crew,B,England,,,1,,victualling crew
"Evans, Mr. Alfred Frank",male,25,deck crew,S,England,,,1,,deck crew
"Evans, Mr. Frank Oliver",male,27,deck crew,S,England,,,1,,deck crew
"Evans, Mr. George Richard",male,27,victualling crew,B,England,,,0,,victualling crew
"Evans, Mr. William Thomas",male,33,engineering crew,S,England,,,0,,engineering crew
"Fairall, Mr. Henry Charles",male,38,victualling crew,B,England,,,0,,victualling crew
"Farenden, Mr. Ernest John",male,22,victualling crew,B,England,,,0,,victualling crew
"Farquharson, Mr. William Edward",male,39,engineering crew,B,England,,,0,,engineering crew
"Faulkner, Mr. William Stephen",male,37,victualling crew,B,England,,,1,,victualling crew
"Fay, Mr. Thomas Joseph",male,30,engineering crew,S,England,,,0,,engineering crew
"Fellowes, Mr. Alfred James",male,29,victualling crew,B,England,,,0,,victualling crew
"Feltham, Mr. George William",male,42,victualling crew,S,England,,,0,,victualling crew
"Ferrary, Mr. Antonio",male,33,engineering crew,S,England,,,0,,engineering crew
"Ferris, Mr. William",male,39,engineering crew,S,England,,,0,,engineering crew
"Fey, Sig. Carlo",male,30,restaurant staff,S,England,,,0,,restaurant staff
"Finch, Mr. Henry Herman",male,19,victualling crew,S,England,,,0,,victualling crew
"Fioravante, Sig. Giuseppe Bertoldo",male,23,restaurant staff,S,England,,,0,,restaurant staff
"Fitzpatrick, Mr. Cecil William",male,21,engineering crew,S,England,,,1,,engineering crew
"Fitzpatrick, Mr. Hugh Joseph",male,29,engineering crew,B,England,,,0,,engineering crew
"Flarty, Mr. Edward",male,52,engineering crew,S,England,,,1,,engineering crew
"Fleet, Mr. Frederick",male,24,deck crew,B,England,,,1,,deck crew
"Fletcher, Mr. Percy William",male,26,victualling crew,B,England,,,0,,victualling crew
"Foley, Mr. John",male,46,deck crew,B,Ireland,,,1,,deck crew
"Foley, Mr. Wilfred Cyril",male,22,victualling crew,S,Wales,,,1,,victualling crew
"Ford, Mr. Ernest",male,33,victualling crew,S,England,,,0,,victualling crew
"Ford, Mr. Francis",male,44,victualling crew,S,England,,,0,,victualling crew
"Ford, Mr. H.",male,22,engineering crew,S,England,,,0,,engineering crew
"Ford, Mr. Thomas",male,33,engineering crew,S,England,,,0,,engineering crew
"Forward, Mr. James",male,27,deck crew,S,England,,,1,,deck crew
"Foster, Mr. Alfred Charles",male,37,engineering crew,B,England,,,0,,engineering crew
"Fox, Mr. William Thomas",male,27,victualling crew,S,England,,,0,,victualling crew
"Franklin, Mr. Alan Vincent",male,28,victualling crew,S,England,,,0,,victualling crew
"Fraser, Mr. J.",male,30,engineering crew,S,England,,,0,,engineering crew
"Fraser, Mr. James",male,30,engineering crew,B,Scotland,,,0,,engineering crew
"Fredericks, Mr. Walter Francis",male,21,engineering crew,S,England,,,1,,engineering crew
"Freeman, Mr. Ernest Edward Samuel",male,45,victualling crew,B,England,,,0,,victualling crew
"Fryer, Mr. Albert Ernest",male,29,engineering crew,S,England,,,1,,engineering crew
"Gatti, Sig. Gaspare Antonio Pietro",male,37,restaurant staff,S,England,,,0,,restaurant staff
"Geddes, Mr. Richard Charles",male,32,victualling crew,S,England,,,0,,victualling crew
"Geer, Mr. Alfred Emest",male,26,engineering crew,S,England,,,0,,engineering crew
"Gibbons, Mr. Jacob William",male,36,victualling crew,S,England,,,1,,victualling crew
"Gilardino, Sig. Vincenzo Pio",male,31,restaurant staff,S,England,,,0,,restaurant staff
"Giles, Mr. John Robert",male,32,victualling crew,S,England,,,0,,victualling crew
"Gill, Mr. Joseph Stanley",male,38,victualling crew,B,England,,,0,,victualling crew
"Gill, Mr. Patrick",male,38,victualling crew,S,England,,,0,,victualling crew
"Godley, Mr. George Auguste",male,61,engineering crew,S,England,,,1,,engineering crew
"Godwin, Mr. Frederick Charles",male,36,engineering crew,S,England,,,0,,engineering crew
"Golder, Mr. M. W.",male,32,engineering crew,S,England,,,0,,engineering crew
"Gold, Mrs. Jane Kate Coulson",female,45,victualling crew,S,England,,,1,,victualling crew
"Gollop, Mr. F.",male,28,victualling crew,S,England,,,0,,victualling crew
"Gordon, Mr. J.",male,29,engineering crew,S,England,,,0,,engineering crew
"Goree, Mr. Frank",male,41,engineering crew,S,England,,,0,,engineering crew
"Goshawk, Mr. Alfred James",male,40,victualling crew,B,England,,,0,,victualling crew
"Gosling, Mr. Bertram James",male,22,engineering crew,S,England,,,0,,engineering crew
"Gosling, Mr. S.",male,26,engineering crew,S,England,,,0,,engineering crew
"Gradidge, Mr. Ernest Edward",male,22,engineering crew,S,England,,,0,,engineering crew
"Graham, Mr. Thomas Gibson",male,28,engineering crew,B,Northern Ireland,,,1,,engineering crew
"Gregory, Mr. David",male,43,engineering crew,S,England,,,0,,engineering crew
"Gregson, Miss. Mary",female,45,victualling crew,S,England,,,1,,victualling crew
"Grosclaude, Mr. Gérald",male,24,restaurant staff,S,England,,,0,,restaurant staff
"Gumery, Mr. George",male,24,engineering crew,S,England,,,0,,engineering crew
"Gunn, Mr. Joseph Alfred",male,30,victualling crew,S,England,,,0,,victualling crew
"Guy, Mr. Elgar John",male,29,victualling crew,S,England,,,1,,victualling crew
"Gwinn, Mr. William Logan",male,37,victualling crew,S,United States,,,0,,victualling crew
"Haggan, Mr. John",male,35,engineering crew,B,Northern Ireland,,,1,,engineering crew
"Haines, Mr. Albert",male,31,deck crew,B,England,,,1,,deck crew
"Halford, Mr. Walter Stamford",male,22,victualling crew,S,England,,,1,,victualling crew
"Hallett, Mr. George Alexander",male,23,engineering crew,S,England,,,0,,engineering crew
"Hall, Mr. Frank Alfred James",male,41,victualling crew,S,England,,,0,,victualling crew
"Hall, Mr. J.",male,32,engineering crew,S,England,,,0,,engineering crew
"Hamblyn, Mr. Ernest William",male,47,victualling crew,S,England,,,0,,victualling crew
"Hamilton, Mr. Ernest",male,25,victualling crew,B,England,,,0,,victualling crew
"Hands, Mr. Bernard",male,54,engineering crew,S,Ireland,,,0,,engineering crew
